652.316809,915.274260,25
644.746071,653.519235,25
801.607546,849.384770,25
808.035070,782.989003,25
675.559124,754.127259,25
923.389312,794.119477,25
742.357610,874.938470,25
736.250516,722.273042,25
822.675384,648.327078,25
888.166198,616.887277,25
691.540463,801.812527,25
813.665785,854.170468,25
760.213342,829.719130,25
653.009634,940.667469,25
931.272940,878.981909,25
655.451462,967.101021,25
748.361876,779.696709,25
694.002461,781.805733,25
837.159203,775.444853,25
888.208250,834.612095,25
820.311908,798.461000,25
974.566877,814.717180,25
632.994428,787.565678,25
143.620421,147.163521,25
239.451405,305.056274,25
152.733455,126.346994,25
58.769134,249.506811,25
314.863980,190.341349,25
67.105090,108.348968,25
209.249027,361.824302,25
247.915176,359.527452,25
267.843131,176.765804,25
107.002865,23.440185,25
236.115878,349.939442,25
238.673681,220.867930,25
48.439460,344.241140,25
95.364606,147.710609,25
107.212838,232.761981,25
305.579254,181.841057,25
315.685456,338.799112,25
313.338453,94.311395,25
283.438345,93.863333,25
189.556423,145.368559,25
308.902103,276.619874,25
213.061113,207.567190,25
135.705181,205.376709,25
235.168791,316.865378,25
399.892977,498.947707,25
218.635815,728.058278,25
183.461611,550.816601,25
137.036785,609.628416,25
693.381453,724.662513,25
151.323405,490.595946,25
650.313468,269.960032,25
377.347809,596.254185,25
399.888840,220.308948,25
654.160930,547.743277,25
307.553070,675.671406,25
613.202623,648.969950,25
324.128685,734.876254,25
485.066906,805.818361,25
47.264334,706.460216,25
21.742722,870.093738,25
238.692829,123.224620,25
293.872651,177.388661,25
259.647237,50.740486,25
784.781706,723.180561,25
145.113009,414.014438,25
831.811462,436.151861,25
685.603856,537.334443,25
209.856266,503.443761,25
263.177625,820.506211,25
186.658430,831.289906,25
230.169999,701.815748,25
132.033704,819.824423,25
285.244684,623.237071,25
84.302167,646.679108,25
280.080171,771.971893,25
316.101127,938.701005,25
231.440158,787.034111,25
251.451620,808.368767,25
339.547765,664.876392,25
298.609271,739.542205,25
74.406400,730.619894,25
221.873749,925.765288,25
190.653202,665.796793,25
250.587265,750.284895,25
32.453617,620.524625,25
211.049723,907.916618,25
114.234881,735.055374,25
239.401029,911.899121,25
76.609727,708.535790,25
87.523912,803.103543,25
216.532635,642.612406,25
62.200922,854.110894,25
805.262197,319.166665,25
852.572739,192.125963,25
814.210111,176.835791,25
854.387740,143.466818,25
708.210080,220.043149,25
824.337809,100.396222,25
813.888440,261.532087,25
889.968863,215.983052,25
972.139664,395.381862,25
799.386695,154.386238,25
725.221362,119.115727,25
773.779594,90.718547,25
775.669062,259.290821,25
622.368978,92.808580,25
715.912092,179.752314,25
695.844328,266.453684,25
775.339988,320.545504,25
832.395901,50.667649,25
814.035102,291.449032,25
772.617499,283.350318,25
685.014525,178.763336,25
922.778294,246.899094,25
697.059605,68.497181,25
